country,region,shipment_mode,product_group,vendor,scheduled_date,delivered_date,delay_days,status,quantity,line_item_value,weight_kg,freight_cost_usd
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-17,2008-01-17,0,On Time,993,40812.3,217,3499.1
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-26,2007-11-26,0,On Time,84,1043.28,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-03,2007-12-03,0,On Time,215,2296.2,See DN-475 (ID#:10642),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-03,2007-12-03,0,On Time,965,5983.0,See DN-475 (ID#:10642),
Rwanda,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-12-05,2007-12-05,0,On Time,405,29155.95,130,3187.18
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-20,2007-12-20,0,On Time,9692,92074.0,1215,6346.22
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-03-04,2008-02-21,-12,On Time,3000,6450.0,2584,26877.3
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-09,2008-01-09,0,On Time,2925,21645.0,See DN-535 (ID#:10658),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-03-04,2008-02-21,-12,On Time,120,180.0,See DN-614 (ID#:11219),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-29,2008-01-29,0,On Time,29593,281133.5,10877,30167.0
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-28,2008-01-28,0,On Time,392,842.8,29,1372.38
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-06,2008-02-06,0,On Time,1128,31053.84,See DN-556 (ID#:10662),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-29,2008-01-29,0,On Time,12107,497597.7,2647,9307.0
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-12,2008-02-12,0,On Time,66667,828004.14,5253,18856.33
Zimbabwe,Sub-Saharan Africa,Truck,HRDT,SCMS from RDC,2008-04-21,2008-04-21,0,On Time,5693,113860.0,1740,8008.65
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-04-03,2008-04-03,0,On Time,7558,71423.1,2166,20578.2
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-03-31,2008-03-31,0,On Time,19740,237077.4,2941,31051.3
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-07-29,2008-07-29,0,On Time,5809,54895.05,See DN-826 (ID#:10674),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-30,2008-06-30,0,On Time,90955,673067.0,16579,8654.7
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-19,2008-06-19,0,On Time,84,3452.4,See DN-800 (ID#:10953),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-19,2008-06-19,0,On Time,4,105.2,See DN-800 (ID#:10953),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-06-02,2008-06-02,0,On Time,2112,4055.04,See DN-744 (ID#:10684),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-07-16,2008-07-16,0,On Time,2100,6090.0,153,1280.91
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-07-31,2008-07-31,0,On Time,14277,134917.65,2033,15307.62
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-03-14,2008-03-14,0,On Time,27662,94050.8,4128,6539.8
Haiti,Latin America & Caribbean,Air,HRDT,SCMS from RDC,2008-04-03,2008-04-03,0,On Time,10,720.0,See DN-686 (ID#:10691),
Kenya,Sub-Saharan Africa,Truck,HRDT,SCMS from RDC,2008-03-05,2008-03-05,0,On Time,1550,123984.5,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-06-19,2008-06-19,0,On Time,50000,600500.0,3422,5936.99
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-12,2008-03-12,0,On Time,14044,42693.76,732,2963.8
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-27,2008-06-27,0,On Time,3885,62160.0,467,6299.56
Kenya,Sub-Saharan Africa,Truck,HRDT,SCMS from RDC,2008-03-26,2008-03-26,0,On Time,1200,38400.0,See DN-667 (ID#:10967),
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-08-07,2008-08-07,0,On Time,16610,224235.0,2298,3733.57
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-23,2008-06-23,0,On Time,3060,24939.0,See DN-698 (ID#:10970),
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-30,2008-03-30,0,On Time,1233,15313.86,See DN-687 (ID#:10697),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-05-26,2008-05-26,0,On Time,1887,17832.15,273,2446.58
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-05-26,2008-05-26,0,On Time,1566,3132.0,See DN-730 (ID#:11260),
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-04-21,2008-04-21,0,On Time,1846,3968.9,773,3472.55
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-04-14,2008-04-14,0,On Time,4338,8545.86,See DN-690 (ID#:10706),
Zimbabwe,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2008-06-17,2008-06-17,0,On Time,550,39594.5,161,939.12
Zimbabwe,Sub-Saharan Africa,Truck,HRDT,SCMS from RDC,2008-06-17,2008-06-17,0,On Time,1800,18.0,526,2185.82
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-08-21,2008-08-21,0,On Time,2700,19980.0,199,1476.8
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-08-21,2008-08-21,0,On Time,1350,12757.5,239,1277.22
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-23,2008-07-23,0,On Time,60000,432000.0,12606,7053.51
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-09-26,2008-09-26,0,On Time,2580,106038.0,587,1146.27
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-12-08,2008-12-08,0,On Time,1294,10546.1,76,1062.5
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-12-19,2008-12-19,0,On Time,6786,63449.1,620,2739.3
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-11-17,2008-11-17,0,On Time,10000,21000.0,3720,43704.8
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-11-21,2008-11-21,0,On Time,2410,28245.2,182,1409.26
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-11-26,2008-11-26,0,On Time,11569,109327.05,1072,8504.72
Pakistan,Asia,Air,HRDT,SCMS from RDC,2008-11-17,2008-11-17,0,On Time,25,800.0,19,851.24
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-03-02,2009-03-02,0,On Time,10000,79000.0,581,3238.0
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-02-09,2009-02-09,0,On Time,4,105.2,1,165.0
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-09-10,2008-09-10,0,On Time,12000,140640.0,See DN-897 (ID#:10722),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-09-12,2008-09-12,0,On Time,4000,48040.0,8481,30585.17
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-26,2008-07-26,0,On Time,4000,48040.0,342,1648.64
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-12-09,2008-12-09,0,On Time,60,2466.0,547,2437.63
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-10-07,2008-10-07,0,On Time,5547,94299.0,333,1793.11
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-12-09,2008-12-09,0,On Time,1144,10696.4,See DN-990 (ID#:11001),
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-03-03,2009-03-03,0,On Time,1044,3967.2,See DN-1052 (ID#:10737),
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-03-06,2009-03-06,0,On Time,4439,71689.85,1592,6708.25
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2009-03-03,2009-03-03,0,On Time,210,3204.6,See DN-1100 (ID#:11005),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-03-05,2009-03-05,0,On Time,382,10027.5,177,2151.27
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-04-08,2009-04-08,0,On Time,3014,79117.5,291,1755.0
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-11-04,2008-11-04,0,On Time,14405,27369.5,See DN-944 (ID#:11012),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-01-19,2009-01-19,0,On Time,45000,420750.0,See DN-1058 (ID#:11015),
Kenya,Sub-Saharan Africa,Truck,HRDT,SCMS from RDC,2009-02-11,2009-02-11,0,On Time,750,24000.0,241,188.0
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-11-27,2008-11-27,0,On Time,5377,50274.95,501,3266.38
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-03-20,2009-03-20,0,On Time,11188,132018.4,1435,9138.0
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-11-14,2008-11-14,0,On Time,125009,900064.8,7910,1012.43
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-10-02,2008-10-02,0,On Time,969,3779.1,71,1181.41
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-02-16,2009-02-16,0,On Time,2063,24178.36,176,3680.33
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-11-27,2008-11-27,0,On Time,5800,12180.0,2177,5127.91
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-10-08,2008-10-08,0,On Time,80,3288.0,18,418.75
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-04-09,2009-04-09,0,On Time,6385,15579.4,327,1762.5
Kenya,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-04-23,2009-04-23,0,On Time,3930,39.3,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-05-08,2009-05-08,0,On Time,53671,611849.4,6024,15128.37
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2009-05-19,2009-05-19,0,On Time,420,6409.2,199,3133.23
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-05-14,2009-05-14,0,On Time,16698,190357.2,1901,18638.84
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-05-14,2009-05-14,0,On Time,9483,108106.2,1079,10823.52
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-06-24,2009-06-24,0,On Time,867,8427.24,76,1954.23
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-06-28,2009-06-28,0,On Time,19400,188568.0,See DN-1231 (ID#:11044),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-06-01,2009-06-01,0,On Time,90,2362.5,See DN-1232 (ID#:10766),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-06-16,2009-06-16,0,On Time,7044,83119.2,Weight Captured Separately,
Ghana,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-08-12,2009-08-12,0,On Time,888,8.88,See DN-1235 (ID#:10769),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-06-10,2009-06-10,0,On Time,107180,857440.0,7995,
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-06-15,2009-06-15,0,On Time,4594,116917.3,See DN-1250 (ID#:10774),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-06-15,2009-06-15,0,On Time,95000,676400.0,See DN-1250 (ID#:10774),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-06-16,2009-06-16,0,On Time,11000,126500.0,966,7329.83
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-06-22,2009-06-22,0,On Time,76000,541120.0,8955,14958.2
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-06-16,2009-06-16,0,On Time,40000,284800.0,2970,7329.83
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-07-14,2009-07-14,0,On Time,6000,79680.0,See DN-1315 (ID#:10781),
Namibia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-07-16,2009-07-16,0,On Time,25000,250000.0,2068,8502.12
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-07-16,2009-07-16,0,On Time,9560,36328.0,722,2787.55
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-07-16,2009-07-16,0,On Time,296,444.0,See DN-1335 (ID#:11338),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-08-04,2009-08-04,0,On Time,26550,302670.0,2991,7445.8
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-08-04,2009-08-04,0,On Time,41948,478207.2,4724,7445.8
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-08-04,2009-08-04,0,On Time,240,6300.0,21,7445.8
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-08-04,2009-08-04,0,On Time,662,17377.5,58,7445.8
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-08-11,2009-08-11,0,On Time,5010,48697.2,434,1854.88
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2009-09-08,2009-09-08,0,On Time,8000,60240.0,452,
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-08-04,2009-08-04,0,On Time,8462,222127.5,1225,7445.71
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-08-27,2009-09-17,21,Delayed,374,912.56,18,1799.88
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-10-07,2009-10-07,0,On Time,8438,82017.36,1404,1588.05
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-10-07,2009-10-07,0,On Time,8662,84194.64,See DN-1395 (ID#:11350),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-09-22,2009-09-22,0,On Time,4000,42480.0,9020,14958.2
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-10-20,2009-10-20,0,On Time,60930,694602.0,6862,9341.49
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2009-10-20,2009-10-20,0,On Time,25000,293750.0,2023,9341.49
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-10-13,2009-10-13,0,On Time,40000,350400.0,3626,4997.47
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2009-10-21,2009-10-21,0,On Time,59952,525179.52,6967,75688.58
Ghana,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2009-09-30,2009-08-12,-49,On Time,129,1.29,Weight Captured Separately,
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2010-01-14,2010-01-14,0,On Time,6376,136573.92,640,2751.0
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-03-17,2007-03-17,0,On Time,4000,68000.0,256,12205.4
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-06-06,2007-06-06,0,On Time,28512,304508.16,2630,13820.4
Zambia,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-05-21,2007-05-21,0,On Time,452,9040.0,Weight Captured Separately,1250.72
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-03-17,2007-03-17,0,On Time,4000,68000.0,265,11931.0
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-05-14,2007-05-14,0,On Time,117,188.37,See DN-100 (ID#:10823),
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-05-14,2007-05-14,0,On Time,306,651.78,See DN-100 (ID#:10823),
Rwanda,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-05-22,2007-05-22,0,On Time,2000,42000.0,Weight Captured Separately,2805.51
Rwanda,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-05-22,2007-05-22,0,On Time,60,8340.0,See DN-150 (ID#:11401),
Rwanda,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-08-06,2007-08-06,0,On Time,850,68000.0,195,4613.67
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-09-21,2007-09-21,0,On Time,570,1949.4,35,364.51
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-10-10,2007-10-10,0,On Time,140,5370.4,See DN-282 (ID#:11144),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-07-18,2007-07-18,0,On Time,4000,164400.0,870,1149.57
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-08-15,2007-08-15,0,On Time,422,7152.9,514,740.43
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-08-27,2007-08-27,0,On Time,1000,1520.0,See DN-298 (ID#:10863),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-09-04,2007-09-04,0,On Time,10800,102600.0,1020,1998.5
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-09-04,2007-09-04,0,On Time,630,957.6,36,1998.5
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-08-21,2007-08-21,0,On Time,10624,65868.8,3785,13116.0
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-10-05,2007-10-05,0,On Time,70000,140000.0,See DN-344 (ID#:11173),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-09-20,2007-09-20,0,On Time,229,2445.72,See DN-373 (ID#:10623),
Mozambique,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-10-31,2007-10-31,0,On Time,4000,288000.0,2526,1871.05
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-10-22,2007-10-22,0,On Time,595,5.95,See DN-385 (ID#:11186),
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-25,2007-11-25,0,On Time,1860,23101.2,4256,5145.86
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-25,2007-11-25,0,On Time,15000,111000.0,See DN-401 (ID#:11474),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-01,2007-11-01,0,On Time,1200,23400.0,See DN-411 (ID#:10631),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-29,2007-11-29,0,On Time,900,63000.0,See DN-426 (ID#:10633),
Mozambique,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-11-12,2007-11-12,0,On Time,4500,144000.0,1482,1566.19
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-26,2008-02-26,0,On Time,27681,262969.5,2581,19832.46
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-19,2008-02-19,0,On Time,24561,294977.61,7191,12349.51
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-19,2008-02-19,0,On Time,37039,444838.39,See DN-609 (ID#:11480),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-22,2007-11-22,0,On Time,3027,28756.5,9248,25563.0
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-22,2007-11-22,0,On Time,1873,83348.5,See DN-434 (ID#:11483),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-11-29,2007-11-29,0,On Time,70000,212800.0,3681,10666.0
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-14,2007-12-14,0,On Time,13141,44679.4,1271,10722.75
Haiti,Latin America & Caribbean,Air,HRDT,SCMS from RDC,2007-12-31,2007-12-31,0,On Time,25,1800.0,See DN-444 (ID#:10639),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-17,2008-01-17,0,On Time,4,164.4,See DN-451 (ID#:11205),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-03,2007-12-03,0,On Time,628,2241.96,See DN-475 (ID#:10642),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-03,2007-12-03,0,On Time,1752,6920.4,See DN-475 (ID#:10642),
Namibia,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-11-30,2007-11-30,0,On Time,100,7500.0,61,870.4
Namibia,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2007-12-06,2007-12-06,0,On Time,70,5250.0,43,1542.15
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-09,2008-01-09,0,On Time,451,1371.04,See DN-535 (ID#:10658),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-28,2007-12-28,0,On Time,475,912.0,170,1301.0
Zambia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-24,2007-12-24,0,On Time,17706,464782.5,1594,6035.4
Zimbabwe,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2008-01-11,2008-01-11,0,On Time,3508,70160.0,1052,4641.85
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-17,2008-01-17,0,On Time,332,26108.48,See DN-421 (ID#:10919),
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-05,2008-03-05,0,On Time,1600,3200.0,See DN-623 (ID#:10925),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-15,2008-01-15,0,On Time,2084,19798.0,237,1154.5
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-29,2008-02-29,0,On Time,600,24660.0,859,5531.4
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-14,2007-12-14,0,On Time,535,9095.0,33,755.5
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-05,2008-02-05,0,On Time,37240,275576.0,See DN-479 (ID#:10647),
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-07,2008-02-07,0,On Time,4394,74698.0,317,1628.18
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-01-16,2008-01-16,0,On Time,792,4910.4,272,2047.0
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2007-12-20,2008-01-16,27,Delayed,29500,89680.0,1650,11339.5
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-25,2008-02-25,0,On Time,20000,248400.0,See DN-559 (ID#:10940),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-02-05,2008-02-05,0,On Time,1550,77500.0,345,1888.48
Zimbabwe,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-05,2008-03-05,0,On Time,2508,18559.2,4303,12894.85
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-29,2008-07-29,0,On Time,50000,600500.0,3882,5468.93
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-04-03,2008-04-03,0,On Time,18760,225307.6,See DN-692 (ID#:11233),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-06-13,2008-06-13,0,On Time,17843,60666.2,1667,19069.17
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-23,2008-07-23,0,On Time,45000,540450.0,3457,1934.31
Pakistan,Asia,Air,HRDT,SCMS from RDC,2008-05-19,2008-05-19,0,On Time,20,0.2,See DN-732 (ID#:10675),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-05-14,2008-05-14,0,On Time,164,2177.92,2095,10098.25
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-06-19,2008-06-19,0,On Time,154,238.7,See DN-800 (ID#:10953),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-06-02,2008-06-02,0,On Time,98,1519.0,77,991.49
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-07-31,2008-07-31,0,On Time,6002,20406.8,See DN-836 (ID#:11244),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-07-25,2008-07-25,0,On Time,431,1249.9,377,5228.67
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-19,2008-03-19,0,On Time,300,600.0,See DN-480 (ID#:10693),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-07-01,2008-07-01,0,On Time,105,1680.0,14,1015.24
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-04-21,2008-04-21,0,On Time,1300,12285.0,See DN-718 (ID#:10968),
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-04-01,2008-04-01,0,On Time,9367,72594.25,1955,6923.3
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,SCMS from RDC,2008-03-13,2008-03-13,0,On Time,250,2.5,61,1225.42
Namibia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-14,2008-03-14,0,On Time,21000,252210.0,1815,6074.62
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-04-11,2008-04-11,0,On Time,34,576.64,14,896.55
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-03-06,2008-03-06,0,On Time,65500,199120.0,3858,12047.8
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-04-14,2008-04-14,0,On Time,24345,230060.25,See DN-690 (ID#:10706),
Mozambique,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-05-22,2008-05-22,0,On Time,39000,288600.0,7719,6260.71
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-26,2008-07-26,0,On Time,4000,48040.0,See DN-813 (ID#:10979),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2008-07-23,2008-07-23,0,On Time,60000,432000.0,See DN-823 (ID#:11271),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2008-05-20,2008-05-20,0,On Time,1530,125766.0,347,4220.15
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-07-10,2008-07-10,0,On Time,11352,33034.32,572,4152.56
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-09-26,2008-09-26,0,On Time,2580,106038.0,587,1153.97
Ethiopia,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2008-11-11,2008-11-11,0,On Time,5000,39500.0,229,1774.3
